,game,model,experiment,episode,metric,value
0,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00019,Request Count,4.0
1,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00019,Parsed Request Count,4.0
2,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00019,Violated Request Count,0.0
3,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00019,Request Success Ratio,1.0
4,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00019,Aborted,0.0
5,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00019,Lose,1.0
6,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00019,Success,0.0
7,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00019,Main Score,0.0
8,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00019,Sum of Points,0.0
9,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00019,Pareto Optimal,0.0
10,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00006,Request Count,3.0
11,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00006,Parsed Request Count,3.0
12,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00006,Violated Request Count,0.0
13,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00006,Request Success Ratio,1.0
14,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00006,Aborted,0.0
15,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00006,Lose,1.0
16,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00006,Success,0.0
17,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00006,Main Score,0.0
18,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00006,Sum of Points,0.0
19,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,coop_en,instance_00006,Pareto Optimal,0.0
20,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,semi_en,instance_00015,Request Count,4.0
21,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,semi_en,instance_00015,Parsed Request Count,4.0
22,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,semi_en,instance_00015,Violated Request Count,0.0
23,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,semi_en,instance_00015,Request Success Ratio,1.0
24,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,semi_en,instance_00015,Aborted,1.0
25,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,semi_en,instance_00015,Lose,0.0
26,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,semi_en,instance_00015,Success,0.0
27,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,semi_en,instance_00015,Main Score,
28,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,semi_en,instance_00001,Request Count,4.0
29,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,semi_en,instance_00001,Parsed Request Count,4.0
30,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,semi_en,instance_00001,Violated Request Count,0.0
31,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,semi_en,instance_00001,Request Success Ratio,1.0
32,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,semi_en,instance_00001,Aborted,0.0
33,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,semi_en,instance_00001,Lose,0.0
34,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,semi_en,instance_00001,Success,1.0
35,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,semi_en,instance_00001,Main Score,70.0
36,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,semi_en,instance_00001,Sum of Points,0.6875
37,dond,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,semi_en,instance_00001,Pareto Optimal,0.0
38,wordle,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,medium_frequency_words_no_clue_no_critic,instance_00014,Aborted,0.0
39,wordle,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,medium_frequency_words_no_clue_no_critic,instance_00014,Lose,0.0
40,wordle,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,medium_frequency_words_no_clue_no_critic,instance_00014,Success,1.0
41,wordle,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,medium_frequency_words_no_clue_no_critic,instance_00014,Request Count,3.0
42,wordle,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,medium_frequency_words_no_clue_no_critic,instance_00014,Parsed Request Count,3.0
43,wordle,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,medium_frequency_words_no_clue_no_critic,instance_00014,Violated Request Count,0.0
