,game,model,experiment,episode,metric,value
0,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00149,Aborted,0.0
1,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00149,Lose,0.0
2,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00149,Success,1.0
3,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00149,Request Count,1.0
4,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00149,Parsed Request Count,1.0
5,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00149,Violated Request Count,0.0
6,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00149,Request Success Ratio,1.0
7,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00149,Main Score,100.0
8,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00107,Aborted,0.0
9,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00107,Lose,1.0
10,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00107,Success,0.0
11,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00107,Request Count,1.0
12,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00107,Parsed Request Count,1.0
13,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00107,Violated Request Count,0.0
14,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00107,Request Success Ratio,1.0
15,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00107,Main Score,0.0
16,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00681,Aborted,0.0
17,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00681,Lose,1.0
18,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00681,Success,0.0
19,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00681,Request Count,1.0
20,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00681,Parsed Request Count,1.0
21,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00681,Violated Request Count,0.0
22,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00681,Request Success Ratio,1.0
23,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00681,Main Score,0.0
24,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00375,Aborted,0.0
25,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00375,Lose,0.0
26,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00375,Success,1.0
27,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00375,Request Count,1.0
28,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00375,Parsed Request Count,1.0
29,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00375,Violated Request Count,0.0
30,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00375,Request Success Ratio,1.0
31,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00375,Main Score,100.0
32,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00495,Aborted,0.0
33,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00495,Lose,0.0
34,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00495,Success,1.0
35,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00495,Request Count,1.0
36,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00495,Parsed Request Count,1.0
37,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00495,Violated Request Count,0.0
38,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00495,Request Success Ratio,1.0
39,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00495,Main Score,100.0
40,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00740,Aborted,0.0
41,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00740,Lose,0.0
42,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00740,Success,1.0
43,mmlu_pro,Dialogue Architects__qwen3.5-9b__SCoRe_Qwen3.5-9B,mmlu_pro_business,instance_00740,Request Count,1.0
